StudentID,Age,Gender,StudyHoursPerDay,AttendanceRate,MotivationLevel,StressLevel,InternetAccess,Resources,EduTechUsage,OnlineCourses,Discussions,AssignmentCompletion,LearningStyle,ExamScore,FinalGrade
8051,23,Male,19.4,60.5,8,4,No,Low,Yes,5,1,73.9,Visual,89.0,B
8052,28,Male,13.7,62.2,1,10,Yes,Low,No,2,10,72.7,Kinesthetic,75.7,B
8053,20,Female,1.7,52.3,3,8,Yes,Low,Yes,4,6,57.2,Auditory,46.0,F
8054,27,Male,17.2,83.4,9,7,Yes,Low,Yes,3,5,82.2,Visual,100,A
8055,30,Female,4.9,70.6,3,5,No,Low,Yes,0,1,84.3,Visual,68.4,C
8056,25,Female,14.3,67.1,10,4,No,Low,Yes,2,1,77.6,Auditory,83.3,B
8057,26,Male,9.6,82.7,2,3,No,High,Yes,4,1,87.2,Visual,85.4,B
8058,21,Female,2.2,62.5,7,4,Yes,Low,Yes,3,3,84.5,Auditory,61.3,C
8059,23,Male,12.3,95.0,2,1,No,High,No,2,9,73.8,Kinesthetic,93.4,A
8060,24,Female,1.3,57.6,9,10,Yes,High,No,0,5,71.3,Auditory,62.3,C
8061,25,Female,13.2,61.1,8,5,Yes,Low,Yes,4,10,98.5,Visual,100,A
8062,23,Male,13.6,79.7,2,7,No,Low,Yes,5,7,67.4,Auditory,76.5,B
8063,25,Male,9.8,88.2,1,10,No,Low,No,5,0,72.9,Kinesthetic,73.0,C
8064,19,Female,19.9,82.8,4,4,Yes,High,Yes,4,9,43.7,Visual,98.7,A
8065,23,Male,14.2,53.9,7,2,Yes,Low,No,1,1,92.9,Auditory,87.5,B
8066,20,Female,1.5,54.1,10,6,No,High,Yes,4,0,43.5,Kinesthetic,65.8,C
8067,29,Male,16.3,66.2,7,1,Yes,High,No,1,8,95.4,Kinesthetic,100,A
8068,30,Female,18.3,88.3,10,8,No,High,No,4,5,63.9,Reading/Writing,100,A
8069,24,Female,13.0,88.8,4,7,No,Low,No,4,7,78.1,Auditory,90.6,A
8070,25,Female,18.3,59.4,3,1,Yes,High,No,0,3,63.3,Kinesthetic,88.5,B
8071,21,Male,14.1,78.0,9,4,Yes,High,No,1,9,97.5,Visual,100,A
8072,29,Female,5.5,75.6,1,6,Yes,Low,Yes,4,9,89.0,Kinesthetic,77.6,B
8073,20,Male,12.1,93.7,5,2,Yes,Low,Yes,0,5,94.2,Reading/Writing,91.3,A
8074,23,Male,8.8,89.0,4,1,No,Low,Yes,0,10,98.0,Visual,83.5,B
8075,25,Female,13.1,59.1,4,6,Yes,High,No,2,6,93.3,Kinesthetic,82.2,B
8076,18,Male,9.3,87.8,5,1,No,Low,No,1,7,68.5,Visual,88.7,B
8077,21,Female,18.7,96.8,6,3,No,High,Yes,4,2,50.2,Visual,100,A
8078,27,Female,18.9,76.4,3,5,Yes,Low,Yes,5,9,67.9,Visual,100,A
8079,26,Female,3.8,55.7,2,1,Yes,Low,No,3,1,52.9,Kinesthetic,62.8,C
8080,27,Female,4.3,62.4,8,4,No,High,No,3,4,62.7,Kinesthetic,73.0,C
8081,23,Female,5.3,51.2,8,9,No,High,No,1,1,71.0,Kinesthetic,64.5,C
8082,25,Male,11.9,88.6,4,10,Yes,Low,Yes,4,7,70.4,Reading/Writing,82.7,B
8083,25,Female,14.8,80.2,4,2,Yes,Low,No,0,2,61.7,Kinesthetic,83.7,B
8084,21,Male,5.7,50.8,5,3,Yes,High,Yes,2,9,75.3,Kinesthetic,75.2,B
8085,29,Male,15.5,72.6,1,3,No,High,No,4,3,44.9,Auditory,84.3,B
8086,20,Male,16.2,52.3,1,8,No,High,No,2,3,67.7,Auditory,75.4,B
8087,25,Female,5.7,93.5,8,3,No,High,No,1,2,63.5,Reading/Writing,87.0,B
8088,23,Female,9.6,58.0,8,4,Yes,Low,Yes,1,5,93.8,Visual,91.0,A
8089,27,Male,15.1,78.4,7,2,No,Low,Yes,1,6,69.8,Kinesthetic,91.6,A
8090,28,Female,4.2,75.2,4,4,Yes,High,No,3,2,40.5,Visual,67.3,C
8091,23,Male,8.3,82.5,3,10,No,High,No,2,2,62.2,Kinesthetic,63.6,C
8092,30,Female,11.3,70.3,3,5,Yes,Low,No,0,2,92.8,Kinesthetic,73.6,C
8093,23,Male,14.8,53.7,4,4,No,Low,No,2,2,68.6,Visual,71.8,C
8094,26,Male,2.1,67.5,7,8,No,Low,No,4,5,98.0,Auditory,71.9,C
8095,25,Female,19.4,97.0,3,3,No,High,No,1,0,61.3,Kinesthetic,100,A
8096,21,Male,3.9,55.4,3,1,Yes,High,Yes,4,0,85.7,Kinesthetic,77.6,B
8097,19,Male,2.8,91.9,9,3,No,Low,Yes,3,6,75.1,Reading/Writing,74.5,C
8098,27,Female,5.5,91.5,6,6,Yes,Low,No,5,6,73.9,Kinesthetic,77.4,B
8099,18,Male,5.2,58.2,5,6,Yes,Low,Yes,5,7,46.9,Kinesthetic,66.2,C
8100,26,Female,8.6,82.2,6,3,No,High,No,2,0,49.1,Reading/Writing,77.7,B
8101,18,Female,1.5,65.8,10,1,No,High,No,0,5,88.7,Visual,83.2,B
8102,22,Female,10.1,84.8,8,5,Yes,High,No,0,3,48.2,Kinesthetic,83.0,B
8103,24,Male,19.7,88.8,2,4,Yes,Low,No,3,10,64.1,Visual,99.7,A
8104,24,Male,14.6,77.8,3,5,No,High,Yes,2,3,96.5,Reading/Writing,90.3,A
8105,19,Male,10.5,69.1,10,10,Yes,Low,Yes,1,2,57.0,Visual,85.1,B
8106,30,Male,5.7,77.8,2,5,No,High,No,0,3,69.0,Reading/Writing,73.4,C
8107,21,Male,1.4,86.0,6,3,Yes,High,Yes,3,3,68.1,Auditory,80.6,B
8108,24,Male,2.2,90.3,9,4,No,High,No,5,6,52.0,Visual,85.1,B
8109,19,Female,9.1,62.3,8,7,Yes,High,No,5,0,72.2,Kinesthetic,81.8,B
8110,23,Male,9.1,88.4,7,6,No,Low,Yes,4,8,62.0,Auditory,89.9,B
8111,20,Female,15.7,72.1,4,2,No,Low,No,3,1,67.3,Kinesthetic,88.1,B
8112,22,Female,12.8,78.9,10,9,Yes,High,No,0,3,56.2,Reading/Writing,89.2,B
8113,24,Male,10.1,92.3,7,2,Yes,High,No,0,5,86.2,Auditory,93.3,A
8114,27,Female,10.2,99.2,5,4,Yes,Low,Yes,0,2,86.1,Auditory,82.4,B
8115,18,Female,2.6,76.9,7,5,No,Low,Yes,5,4,51.9,Reading/Writing,70.0,C
8116,28,Male,15.3,57.8,7,1,Yes,High,No,3,4,60.6,Reading/Writing,99.2,A
8117,27,Male,10.7,79.7,9,7,No,Low,No,5,10,66.2,Reading/Writing,80.2,B
8118,26,Female,12.9,55.2,8,1,Yes,High,Yes,3,7,40.6,Reading/Writing,89.4,B
8119,28,Male,17.7,53.3,7,6,No,Low,Yes,5,0,91.5,Visual,85.2,B
8120,20,Male,16.3,55.8,10,7,No,Low,No,5,1,82.1,Kinesthetic,85.6,B
8121,26,Female,7.0,64.7,2,8,No,Low,Yes,0,1,48.4,Auditory,52.2,D
8122,29,Male,6.9,93.0,6,8,Yes,High,Yes,2,0,80.4,Auditory,84.0,B
8123,23,Male,8.9,80.2,3,3,No,High,No,2,7,47.1,Visual,76.3,B
8124,20,Female,12.0,73.8,5,7,No,High,No,2,10,68.2,Visual,81.3,B
8125,22,Male,19.8,70.1,3,1,No,High,Yes,0,5,56.1,Visual,100,A
8126,23,Male,3.9,95.5,8,7,Yes,High,Yes,1,5,54.2,Visual,81.5,B
8127,22,Male,2.7,81.7,10,1,Yes,Low,Yes,0,1,96.9,Visual,84.1,B
8128,25,Male,10.0,68.7,6,1,Yes,Low,No,2,9,50.9,Kinesthetic,89.7,B
8129,22,Female,2.0,95.2,2,4,Yes,High,No,2,2,50.2,Visual,66.9,C
8130,30,Female,5.6,88.8,5,2,No,High,No,4,10,89.1,Kinesthetic,79.3,B
8131,23,Male,7.6,89.9,7,7,Yes,High,Yes,1,5,56.6,Visual,91.7,A
8132,20,Female,7.3,74.2,10,5,No,Low,Yes,1,0,85.7,Auditory,80.6,B
8133,21,Female,5.4,62.0,8,4,No,High,Yes,5,9,65.0,Reading/Writing,75.2,B
8134,18,Female,10.8,60.2,10,10,No,Low,No,3,1,91.3,Auditory,73.5,C
8135,27,Male,3.9,70.5,4,4,Yes,Low,Yes,3,8,77.4,Auditory,77.8,B
8136,19,Male,15.8,75.4,6,6,No,Low,Yes,2,8,74.1,Reading/Writing,91.7,A
8137,23,Male,6.1,54.9,5,2,Yes,Low,No,1,6,62.0,Kinesthetic,71.7,C
8138,24,Male,2.4,68.7,8,9,Yes,High,Yes,4,9,83.7,Reading/Writing,69.5,C
8139,18,Female,12.8,70.3,5,2,Yes,Low,No,0,3,92.8,Kinesthetic,81.9,B
8140,30,Male,7.7,95.2,2,3,Yes,Low,No,2,8,43.3,Auditory,80.3,B
8141,19,Female,18.8,94.8,9,9,Yes,Low,No,2,2,92.8,Auditory,100,A
8142,25,Male,8.2,63.5,2,6,Yes,Low,Yes,4,7,71.9,Reading/Writing,63.7,C
8143,26,Female,18.2,71.4,7,9,No,High,Yes,2,7,73.2,Kinesthetic,93.1,A
8144,29,Male,17.2,88.1,8,7,Yes,Low,Yes,1,2,96.6,Visual,100,A
8145,30,Male,3.9,90.0,10,4,Yes,High,No,2,6,40.2,Auditory,86.3,B
8146,24,Male,12.3,95.7,4,4,No,Low,No,5,5,76.3,Auditory,95.4,A
8147,22,Male,4.0,82.1,1,6,No,Low,No,1,2,79.7,Reading/Writing,58.2,D
8148,25,Male,9.4,57.4,8,3,No,High,No,5,7,53.7,Visual,85.7,B
8149,21,Female,9.4,65.5,3,7,No,High,Yes,4,2,49.9,Reading/Writing,68.9,C
8150,28,Female,16.6,72.5,9,3,Yes,High,Yes,5,7,89.1,Reading/Writing,100,A
8151,22,Female,16.0,78.6,7,6,Yes,High,Yes,3,5,55.2,Reading/Writing,98.1,A
8152,18,Male,19.8,97.8,5,9,No,Low,No,0,0,57.5,Auditory,88.6,B
8153,29,Female,15.2,57.5,7,5,No,Low,Yes,0,3,62.4,Reading/Writing,74.4,C
8154,29,Female,7.9,81.6,3,1,Yes,High,Yes,0,4,93.8,Visual,84.8,B
8155,25,Female,5.1,98.7,5,4,Yes,High,No,2,6,65.4,Visual,79.7,B
8156,28,Female,5.0,89.4,9,7,No,High,No,4,0,77.6,Reading/Writing,81.0,B
8157,22,Male,16.2,84.5,7,10,No,Low,Yes,5,1,52.4,Auditory,92.1,A
8158,18,Male,4.3,59.5,4,3,No,Low,Yes,0,1,53.7,Auditory,63.4,C
8159,29,Female,13.2,86.6,3,9,No,Low,Yes,5,9,68.6,Kinesthetic,78.4,B
8160,20,Male,7.4,99.6,10,2,Yes,Low,No,1,2,62.9,Auditory,85.6,B
8161,24,Female,7.7,67.1,6,6,No,Low,Yes,1,5,45.4,Reading/Writing,63.2,C
8162,19,Female,3.0,77.6,7,6,Yes,Low,No,2,9,63.2,Visual,66.6,C
8163,26,Male,4.0,86.6,6,7,No,Low,No,3,8,74.3,Kinesthetic,70.5,C
8164,19,Male,8.5,95.2,1,9,Yes,Low,Yes,5,7,49.6,Reading/Writing,75.1,B
8165,18,Female,8.0,51.8,10,10,No,Low,No,0,9,84.1,Visual,72.1,C
8166,18,Female,5.6,87.8,1,3,Yes,Low,Yes,5,7,53.5,Kinesthetic,78.0,B
8167,20,Male,5.7,50.3,7,6,No,Low,Yes,5,5,46.8,Reading/Writing,59.0,D
8168,22,Male,9.4,65.4,8,9,Yes,Low,Yes,1,9,79.8,Reading/Writing,79.8,B
8169,30,Female,2.5,68.1,4,4,Yes,Low,Yes,4,0,75.6,Reading/Writing,61.2,C
8170,27,Female,18.7,77.3,2,9,Yes,Low,No,3,9,50.3,Auditory,92.3,A
8171,25,Male,18.7,50.6,7,4,Yes,Low,Yes,5,2,62.8,Visual,94.8,A
8172,21,Female,18.3,66.5,1,5,No,Low,Yes,1,2,78.0,Kinesthetic,89.1,B
8173,19,Female,18.6,87.6,4,9,Yes,High,No,1,9,74.3,Auditory,100,A
8174,28,Male,19.7,50.6,3,5,No,Low,No,4,3,56.7,Reading/Writing,79.7,B
8175,29,Male,5.1,61.0,1,10,No,High,Yes,0,1,50.0,Auditory,51.0,D
8176,25,Female,18.8,52.5,5,4,No,Low,Yes,0,0,56.8,Visual,88.2,B
8177,30,Male,7.4,71.1,3,5,No,Low,No,3,9,95.9,Reading/Writing,73.3,C
8178,26,Female,12.1,57.8,2,9,Yes,High,No,0,2,41.8,Auditory,62.7,C
8179,22,Female,12.7,72.8,9,9,No,High,No,3,8,69.3,Reading/Writing,87.0,B
8180,29,Female,12.5,97.6,5,2,No,High,No,0,3,94.8,Auditory,90.0,A
8181,23,Female,4.2,81.9,7,7,Yes,High,Yes,1,8,67.0,Auditory,71.7,C
8182,22,Female,5.9,93.5,2,7,Yes,Low,Yes,4,1,53.6,Kinesthetic,69.3,C
8183,23,Male,2.6,62.1,4,5,No,Low,Yes,5,10,79.0,Reading/Writing,61.8,C
8184,22,Female,11.2,93.9,3,9,Yes,High,No,5,8,52.5,Visual,88.7,B
8185,20,Male,9.0,54.1,3,10,No,High,No,1,3,63.8,Auditory,66.4,C
8186,21,Male,12.3,60.6,8,3,Yes,Low,No,3,2,63.5,Visual,83.7,B
8187,23,Male,10.7,94.5,9,4,No,High,No,4,1,46.6,Auditory,84.4,B
8188,27,Female,11.0,76.8,3,5,No,High,Yes,0,7,54.1,Reading/Writing,85.3,B
8189,19,Male,14.0,80.1,7,4,No,High,No,2,7,72.9,Visual,90.6,A
8190,18,Male,18.9,60.6,9,2,No,High,No,0,10,73.0,Visual,95.6,A
8191,21,Female,11.2,53.4,4,3,Yes,High,Yes,1,1,96.4,Visual,80.3,B
8192,18,Male,9.2,63.0,9,6,No,High,No,5,3,70.3,Visual,75.5,B
8193,25,Male,4.5,84.2,9,8,Yes,Low,Yes,4,10,71.5,Kinesthetic,76.1,B
8194,22,Female,1.7,60.7,4,6,Yes,High,Yes,1,3,48.1,Reading/Writing,53.8,D
8195,19,Female,8.2,89.2,7,6,No,High,No,2,2,63.1,Auditory,88.0,B
8196,23,Male,9.5,77.3,5,9,Yes,High,No,2,5,53.7,Kinesthetic,81.9,B
8197,23,Male,13.8,80.7,9,5,No,High,Yes,2,10,83.1,Reading/Writing,100,A
8198,21,Male,12.4,50.1,4,8,Yes,High,No,5,2,80.2,Kinesthetic,79.6,B
8199,30,Male,16.8,92.1,8,9,Yes,High,Yes,0,7,75.1,Kinesthetic,100,A
8200,23,Female,4.2,96.0,4,1,No,Low,Yes,0,9,92.2,Auditory,72.7,C
8201,25,Male,16.0,93.4,3,4,No,High,Yes,5,1,73.0,Kinesthetic,100,A
8202,23,Male,10.1,58.6,1,1,No,High,No,2,10,45.6,Visual,65.3,C
8203,22,Female,13.6,99.2,3,7,Yes,Low,No,5,7,48.1,Kinesthetic,81.7,B
8204,30,Female,13.3,75.2,7,2,Yes,High,Yes,0,10,76.1,Visual,100,A
8205,27,Male,7.0,89.0,1,9,Yes,Low,No,0,0,72.4,Reading/Writing,63.8,C
8206,19,Female,8.8,95.2,9,4,Yes,Low,Yes,0,10,68.4,Visual,85.0,B
8207,25,Male,4.0,71.9,2,2,Yes,Low,Yes,5,3,94.4,Auditory,70.3,C
8208,27,Female,9.5,51.3,6,10,Yes,Low,Yes,3,6,46.4,Visual,59.8,D
8209,19,Female,14.9,62.0,10,2,No,High,No,1,2,94.3,Visual,100,A
8210,25,Female,11.9,77.9,4,5,No,Low,Yes,1,8,41.4,Reading/Writing,83.2,B
8211,23,Male,2.6,68.3,9,10,Yes,High,No,4,0,56.3,Visual,76.6,B
8212,24,Female,16.0,92.6,10,10,Yes,High,Yes,0,4,83.5,Kinesthetic,100,A
8213,22,Female,8.4,96.0,7,9,Yes,High,No,5,8,85.0,Visual,92.5,A
8214,30,Female,18.1,62.2,10,4,Yes,High,No,4,9,56.3,Auditory,100,A
8215,19,Male,9.1,67.6,7,10,No,Low,Yes,4,3,64.6,Kinesthetic,75.4,B
8216,23,Male,17.2,97.1,4,1,No,Low,No,3,4,40.9,Reading/Writing,87.5,B
8217,27,Male,5.7,85.3,3,7,No,Low,Yes,4,3,76.5,Reading/Writing,71.6,C
8218,26,Male,2.7,56.4,1,7,Yes,High,Yes,2,8,75.7,Reading/Writing,61.0,C
8219,26,Male,6.8,59.7,3,7,Yes,High,Yes,1,8,40.1,Kinesthetic,61.5,C
8220,18,Male,17.5,69.7,8,8,Yes,High,No,0,0,98.9,Kinesthetic,100,A
8221,21,Female,5.2,51.4,2,2,No,Low,Yes,2,6,90.5,Visual,69.8,C
8222,24,Female,5.2,95.9,6,5,Yes,High,Yes,2,10,54.4,Kinesthetic,80.2,B
8223,18,Female,15.4,86.8,1,3,Yes,Low,No,1,3,91.2,Reading/Writing,83.6,B
8224,29,Female,16.2,68.8,4,4,Yes,High,Yes,4,3,40.2,Auditory,88.3,B
8225,18,Female,10.9,87.0,5,5,Yes,Low,Yes,3,3,69.1,Kinesthetic,92.6,A
8226,30,Male,14.7,71.7,2,4,No,High,No,1,1,62.6,Reading/Writing,75.0,B
8227,18,Female,1.2,83.6,6,5,No,High,No,2,8,44.4,Auditory,68.9,C
8228,23,Male,7.2,69.0,5,2,No,Low,No,4,3,93.3,Auditory,80.3,B
8229,28,Female,8.6,77.4,5,9,Yes,High,Yes,4,3,76.7,Kinesthetic,87.0,B
8230,29,Female,6.8,95.1,6,10,Yes,High,No,4,2,55.3,Reading/Writing,82.2,B
8231,26,Female,6.4,86.2,5,6,Yes,Low,Yes,3,10,61.4,Auditory,70.4,C
8232,26,Female,6.4,56.7,5,1,No,Low,Yes,1,1,92.2,Visual,65.2,C
8233,21,Female,16.7,94.4,5,8,No,Low,No,0,5,51.1,Reading/Writing,87.2,B
8234,20,Female,6.0,53.1,10,6,No,Low,Yes,4,3,79.0,Kinesthetic,72.9,C
8235,27,Female,6.0,87.4,2,9,No,High,Yes,4,10,58.3,Auditory,65.6,C
8236,29,Female,17.6,60.3,5,7,No,High,No,3,4,93.9,Reading/Writing,97.4,A
8237,25,Female,13.3,58.0,4,3,No,High,Yes,2,6,68.8,Visual,80.7,B
8238,25,Female,16.4,75.3,4,4,Yes,High,Yes,4,7,68.6,Reading/Writing,100,A
8239,25,Female,2.4,93.9,1,8,No,High,Yes,3,10,73.5,Auditory,74.2,C
8240,30,Male,11.8,65.4,9,9,No,Low,Yes,3,3,63.8,Kinesthetic,74.0,C
8241,19,Female,9.0,92.2,1,7,No,Low,No,2,9,88.2,Reading/Writing,75.7,B
8242,19,Female,1.6,58.3,3,7,Yes,High,No,5,6,49.5,Auditory,59.7,D
8243,30,Female,4.1,90.8,3,3,Yes,Low,Yes,5,10,62.6,Auditory,76.3,B
8244,23,Male,6.5,96.8,7,9,Yes,High,No,2,7,94.7,Visual,85.5,B
8245,22,Female,6.9,93.1,3,2,Yes,High,Yes,3,8,74.0,Reading/Writing,90.9,A
8246,30,Female,14.0,68.4,6,8,Yes,Low,No,5,4,65.5,Kinesthetic,81.1,B
8247,24,Male,2.7,59.2,8,2,Yes,Low,Yes,2,2,48.3,Visual,58.5,D
8248,23,Female,13.1,55.9,7,2,No,High,No,1,10,73.2,Reading/Writing,84.2,B
8249,22,Female,7.9,95.4,6,9,Yes,High,No,5,2,57.7,Auditory,79.9,B
8250,23,Male,7.9,97.1,4,4,No,High,No,3,9,84.6,Visual,84.2,B
8251,29,Female,4.5,93.4,8,2,No,Low,No,4,0,93.4,Kinesthetic,83.3,B
8252,21,Female,1.9,68.1,4,4,No,High,No,4,6,55.4,Kinesthetic,56.1,D
8253,26,Male,7.6,60.6,10,10,Yes,Low,No,1,4,70.7,Auditory,82.5,B
8254,27,Male,2.9,79.3,5,10,No,High,Yes,5,0,61.1,Kinesthetic,56.7,D
8255,21,Female,18.8,75.4,2,10,No,High,No,2,3,90.4,Visual,84.5,B
8256,27,Female,3.3,77.7,5,9,Yes,High,No,3,10,67.1,Reading/Writing,74.0,C
8257,23,Male,5.8,92.6,8,6,No,High,Yes,4,10,96.2,Kinesthetic,86.1,B
8258,21,Male,5.7,74.8,4,1,Yes,Low,No,4,2,64.4,Auditory,66.3,C
8259,28,Male,5.1,52.7,7,5,Yes,High,No,3,3,69.5,Visual,75.7,B
8260,22,Female,19.3,87.0,7,2,No,High,No,3,1,54.9,Kinesthetic,97.7,A
8261,19,Male,13.6,86.2,7,9,No,Low,Yes,2,8,58.7,Auditory,84.9,B
8262,19,Male,9.4,96.5,6,7,No,High,No,0,4,86.2,Visual,90.7,A
8263,25,Female,14.2,70.3,6,10,Yes,Low,Yes,1,4,59.0,Kinesthetic,88.5,B
8264,21,Male,15.6,89.1,5,6,Yes,High,Yes,0,5,71.0,Reading/Writing,99.8,A
8265,19,Male,4.3,88.1,10,3,Yes,Low,Yes,2,6,48.2,Reading/Writing,80.3,B
8266,24,Male,13.6,56.8,10,9,No,High,Yes,0,7,48.8,Kinesthetic,77.7,B
8267,22,Female,7.1,83.6,4,6,No,Low,No,0,8,50.7,Kinesthetic,66.4,C
8268,28,Male,18.5,89.9,9,4,No,Low,No,5,7,57.9,Auditory,100,A
8269,21,Female,7.6,76.0,9,3,Yes,High,No,1,6,64.3,Visual,88.6,B
8270,18,Male,19.2,82.0,2,9,No,Low,Yes,1,3,74.6,Kinesthetic,93.6,A
8271,23,Female,19.5,60.7,8,2,No,Low,Yes,3,8,40.2,Visual,100,A
8272,21,Male,6.3,80.0,6,10,Yes,Low,No,3,2,75.7,Auditory,78.3,B
8273,19,Female,3.3,72.0,5,4,Yes,Low,Yes,3,8,54.4,Auditory,72.2,C
8274,23,Male,18.8,50.4,2,10,Yes,High,No,4,9,43.3,Reading/Writing,77.4,B
8275,30,Female,14.1,77.3,5,4,No,High,No,0,7,47.8,Reading/Writing,84.7,B
8276,24,Female,17.4,83.8,9,8,No,Low,No,3,2,53.5,Auditory,90.9,A
8277,27,Male,2.6,90.5,8,4,Yes,High,Yes,0,1,64.3,Reading/Writing,79.6,B
8278,22,Male,8.9,82.2,4,4,No,Low,Yes,3,5,45.7,Auditory,71.4,C
8279,26,Male,13.2,74.0,1,3,No,Low,No,2,9,71.1,Auditory,85.1,B
8280,29,Male,1.7,88.3,1,9,Yes,High,No,3,9,63.0,Kinesthetic,59.3,D
8281,24,Male,6.3,54.6,2,1,No,High,Yes,5,1,47.3,Reading/Writing,67.9,C
8282,30,Female,2.4,98.5,7,6,Yes,Low,Yes,0,2,85.6,Reading/Writing,76.7,B
8283,27,Female,13.0,93.1,4,1,No,Low,Yes,0,8,72.4,Visual,92.8,A
8284,26,Male,18.3,76.3,1,8,No,High,No,4,2,74.0,Kinesthetic,85.7,B
8285,22,Female,3.1,63.3,3,7,No,High,Yes,1,0,68.2,Visual,54.9,D
8286,23,Male,8.2,72.4,9,9,No,High,No,5,4,46.0,Visual,74.3,C
8287,25,Male,6.5,66.7,3,9,No,High,Yes,2,0,44.4,Visual,57.8,D
8288,27,Male,19.6,78.6,9,3,Yes,Low,No,3,9,56.9,Kinesthetic,98.8,A
8289,20,Male,5.2,52.6,7,5,Yes,High,Yes,5,5,66.9,Reading/Writing,78.1,B
8290,19,Male,18.8,84.2,4,5,No,Low,Yes,2,1,70.1,Kinesthetic,85.4,B
8291,30,Male,7.2,56.4,7,9,Yes,High,Yes,5,2,84.3,Reading/Writing,71.4,C
8292,21,Male,15.7,93.1,3,3,Yes,High,No,2,9,56.8,Reading/Writing,100,A
8293,26,Female,13.7,81.5,7,9,No,High,Yes,1,3,75.1,Reading/Writing,94.1,A
8294,18,Male,20.0,94.8,4,3,No,Low,Yes,3,6,70.1,Reading/Writing,100,A
8295,26,Female,17.3,91.3,8,4,No,Low,Yes,3,6,82.4,Reading/Writing,100,A
8296,19,Male,9.7,51.5,10,10,No,Low,Yes,2,2,96.7,Kinesthetic,71.0,C
8297,22,Female,16.3,65.2,5,9,Yes,Low,Yes,2,9,90.8,Visual,84.5,B
8298,30,Female,4.5,89.2,2,3,Yes,High,No,4,2,62.8,Kinesthetic,72.6,C
8299,28,Male,8.4,98.1,5,5,No,Low,Yes,2,7,63.5,Kinesthetic,85.9,B
8300,19,Male,12.3,77.7,10,7,No,Low,No,2,9,43.6,Visual,83.7,B
8301,21,Female,11.5,61.1,1,8,Yes,Low,No,4,8,60.3,Auditory,75.7,B
8302,24,Male,7.0,75.5,5,2,No,High,Yes,0,5,68.6,Kinesthetic,80.0,B
8303,30,Male,14.8,85.3,9,10,Yes,High,No,2,7,90.3,Reading/Writing,97.9,A
8304,27,Female,6.0,74.4,2,9,Yes,High,Yes,3,2,82.0,Reading/Writing,79.2,B
8305,26,Female,13.2,70.4,3,10,Yes,Low,No,4,0,44.2,Auditory,79.3,B
8306,30,Male,6.1,52.3,8,5,Yes,High,No,1,10,54.6,Reading/Writing,77.0,B
8307,22,Female,8.6,98.0,4,1,No,High,No,2,8,93.9,Reading/Writing,86.1,B
8308,24,Male,18.0,62.4,9,8,No,Low,Yes,1,8,83.6,Auditory,88.1,B
8309,27,Female,9.1,78.7,2,1,No,Low,Yes,0,8,77.7,Visual,75.5,B
8310,26,Female,17.1,94.2,9,2,No,High,Yes,3,2,78.6,Kinesthetic,100,A
8311,24,Male,5.3,68.2,5,1,Yes,Low,No,3,6,98.6,Auditory,76.4,B
8312,18,Male,15.5,93.5,3,1,Yes,Low,Yes,3,4,49.2,Visual,85.3,B
8313,20,Female,13.5,78.6,2,9,No,Low,No,0,8,64.8,Auditory,82.1,B
8314,19,Female,14.3,60.6,9,8,Yes,Low,No,3,9,53.8,Auditory,81.7,B
8315,20,Female,12.0,55.0,6,8,No,Low,Yes,3,9,49.5,Reading/Writing,70.0,C
8316,29,Male,3.8,78.8,2,6,Yes,Low,Yes,1,10,45.6,Visual,57.0,D
8317,25,Female,3.0,71.4,2,8,Yes,High,No,5,5,40.4,Auditory,56.4,D
8318,29,Female,12.6,52.7,2,5,No,Low,Yes,1,2,66.5,Auditory,74.8,C
8319,28,Male,19.6,55.5,9,1,Yes,Low,Yes,0,9,63.5,Kinesthetic,100,A
8320,25,Male,8.6,82.2,2,6,No,High,Yes,0,10,40.5,Kinesthetic,73.0,C
8321,24,Female,1.1,69.6,9,1,No,High,Yes,3,4,84.7,Visual,73.9,C
8322,21,Male,8.3,75.6,9,1,No,Low,Yes,5,3,68.6,Reading/Writing,83.8,B
8323,24,Female,5.1,83.4,8,5,No,High,Yes,2,10,64.1,Kinesthetic,80.9,B
8324,29,Male,2.8,66.8,3,9,Yes,High,No,2,4,74.7,Visual,62.5,C
8325,22,Female,17.7,60.6,2,9,Yes,Low,No,2,6,99.2,Auditory,93.4,A
8326,23,Female,10.3,87.5,2,6,No,Low,Yes,4,7,76.9,Auditory,77.9,B
8327,26,Female,18.9,96.3,4,6,No,Low,Yes,0,5,94.2,Kinesthetic,96.2,A
8328,21,Female,14.4,64.3,4,4,No,High,Yes,4,1,57.9,Reading/Writing,79.5,B
8329,21,Female,10.8,97.7,1,8,Yes,High,No,1,1,71.0,Reading/Writing,79.4,B
8330,18,Male,3.9,96.4,8,8,No,High,Yes,2,3,81.7,Visual,78.3,B
8331,20,Male,16.3,64.1,9,4,Yes,Low,Yes,3,8,67.6,Visual,92.0,A
8332,21,Female,4.9,81.6,6,9,No,High,Yes,2,6,92.1,Kinesthetic,72.2,C
8333,27,Male,17.9,99.7,6,5,Yes,High,Yes,4,9,80.9,Kinesthetic,100,A
8334,30,Female,10.0,63.9,4,5,Yes,High,No,5,5,53.2,Visual,78.9,B
8335,25,Male,2.1,63.4,2,8,No,Low,No,2,9,92.2,Visual,61.2,C
8336,21,Female,14.7,87.7,3,3,Yes,Low,Yes,0,7,50.9,Visual,89.5,B
